user_id,age,gender,signup_date,last_login,country,purchase_amount,items_purchased,payment_method,is_returned,rating
U06731,66,,09-07-2019,N/A,india,7179.07629763411,ten,upi,N,4
U27955,86,,29/10/2019,,india,7443.179695983894,6,,,5
U10965,35,Male,2020-07-19,2021-08-02 00:00:00,,6337.519417890759,12,upi,,1
U27566,49,,,,U.S.A,3145.2979766143158,6,,N,3
U19428,52,,,N/A,Germany,6233.804185607174,10,COD,N,
U00375,81,Male,,N/A,india,4004.1034997681154,,NetBanking,N,3
U15517,22,,29/10/2019,,germany,4746.515005176895,10,creditcard,yes,0
U22731,65,,29/10/2019,,United States,3827.6607763396914,9,upi,N,five
U19420,26,,2020-07-19,,india,4035.337700091723,8,UPI,Y,
U25236,33,Other,,,U.S.A,3153.0228853851295,10,Credit Card,Yes,1
U06218,85,F,,N/A,U.S.A,6138.250616519756,2,NetBanking,N,4
U25979,67,female,,,UK,4099.768159644884,14,creditcard,no,2
U17124,89,F,not available,,USA,6369.113397696458,7,upi,,
U08495,70,Male,,N/A,Germany,2704.7906051864343,4,COD,yes,five
U01085,89,Male,not available,,UK,8601.501907829936,13,Debit Card,no,1
U13073,37,,not available,2021-08-02 00:00:00,UK,5858.132800212306,,Debit Card,No,
U11371,76,F,29/10/2019,,United States,999.3015226664024,1,upi,,4
U17594,60,M,2020-07-19,,,4854.996586556851,2,NetBanking,yes,five
U11226,48,,,N/A,UK,5313.1917327773535,7,,yes,5
U24804,75,M,not available,2021-08-02 00:00:00,Germany,4001.637632157627,9,Debit Card,N,0
U19503,86,,29/10/2019,N/A,Germany,3395.883272848007,6,,No,1
U10046,83,female,,2021-08-02 00:00:00,India,4655.7096066124805,ten,Credit Card,N,1
U16651,49,Male,not available,2021-08-02 00:00:00,U.K.,4791.185811548013,4,creditcard,Yes,3
U19158,22,female,09-07-2019,,india,5496.106858796855,11,NetBanking,,five
U11041,28,male,2020-07-19,,U.K.,7429.8621904191,4,COD,,
U04349,15,male,09-07-2019,,,8093.390872805772,0,UPI,no,5
U04965,27,Male,29/10/2019,,USA,3093.5577085014374,2,creditcard,no,0
U26710,18,Female,09-07-2019,N/A,U.K.,6743.613562176559,6,Debit Card,Yes,2
U13492,twenty,Female,2020-07-19,2021-08-02 00:00:00,India,5508.1421509665815,5,,no,3
U13336,77,female,,,germany,5973.189030844497,3,,Y,2
U24509,63,Female,09-07-2019,N/A,,1730.5731727473672,10,,Yes,6
U19843,59,male,not available,2021-08-02 00:00:00,,5774.257756757393,10,Debit Card,yes,1
U26845,79,female,,,U.S.A,8342.216631748146,3,Debit Card,,0
U17373,20,,29/10/2019,N/A,United States,9360.909801120672,9,,No,4
U12684,64,F,,2021-08-02 00:00:00,U.K.,5960.093055122237,7,NetBanking,yes,6
U17321,51,female,29/10/2019,,,3444.5484825668636,2,COD,Y,5
U06654,20,Other,,2021-08-02 00:00:00,Germany,2492.943122976764,4,NetBanking,Yes,
U23373,81,Male,09-07-2019,2021-08-02 00:00:00,germany,5959.28585750324,6,Credit Card,,3
U25015,76,F,2020-07-19,,Germany,3037.2825018496287,13,upi,no,4
U07342,11,male,not available,N/A,,5892.411958333953,ten,COD,Y,5
U22407,?,female,,,UK,4649.26137070458,12,Debit Card,no,3
U02358,75,Female,,,,5222.6012154636,3,,N,6
U26583,35,Other,not available,,UK,6208.916836119236,10,,No,4
U19729,85,,09-07-2019,2021-08-02 00:00:00,USA,766.9102239281783,12,Debit Card,Y,
U28706,46,,29/10/2019,,germany,4184.139320574481,3,upi,,3
U06360,45,Male,09-07-2019,,UK,3978.5740970303423,3,creditcard,yes,3
U21200,25,Other,09-07-2019,N/A,USA,2798.953975559421,4,Credit Card,N,4
U03743,87,Other,,,India,7559.283816353634,1,Credit Card,No,five
U07159,75,female,29/10/2019,,Germany,5046.603880610609,10,,yes,6
U00518,30,,2020-07-19,N/A,India,6649.744873147945,1,Debit Card,,five
U16652,16,Female,29/10/2019,2021-08-02 00:00:00,,3875.2493074915747,12,,No,five
U12925,20,Male,not available,2021-08-02 00:00:00,Germany,1790.7521700152893,,Credit Card,Y,0
U14810,65,Female,29/10/2019,2021-08-02 00:00:00,Germany,5235.4674046874225,0,,N,2
U16239,53,male,not available,,germany,6391.8762945673325,11,Credit Card,,
U21828,63,M,,2021-08-02 00:00:00,,4500.645723060528,6,creditcard,No,five
U05475,66,Female,not available,2021-08-02 00:00:00,United States,6311.7642420657485,6,NetBanking,Y,
U04185,67,Other,,,USA,7679.908118195098,0,Debit Card,Y,2
U05161,46,,2020-07-19,2021-08-02 00:00:00,USA,4031.1547388697745,,,no,4
U09580,57,Female,29/10/2019,,UK,4905.174147955238,1,Debit Card,Y,1
U09886,71,male,2020-07-19,2021-08-02 00:00:00,germany,4966.245121377489,5,Debit Card,,2
U11465,48,Female,2020-07-19,N/A,,5259.3858899397455,1,UPI,,0
U25965,73,,09-07-2019,,India,5102.245722760293,0,NetBanking,,five
U20249,77,male,29/10/2019,,U.K.,5151.0130023506845,2,COD,,0
U11221,77,,09-07-2019,,india,10955.851052039097,5,COD,No,five
U24395,36,female,not available,2021-08-02 00:00:00,germany,2791.1160653565707,12,upi,,1
U02335,79,male,,2021-08-02 00:00:00,Germany,7089.90615735495,-1,,Y,0
U03674,?,,not available,,Germany,7070.752620506202,ten,,Yes,0
U04576,69,male,09-07-2019,,,3757.9264919945563,8,upi,Yes,6
U14972,53,Female,not available,,UK,4790.3414885997945,14,,No,5
U00500,39,male,,2021-08-02 00:00:00,,5100.973036287427,9,,no,1
U26237,67,F,,2021-08-02 00:00:00,UK,6000.886154814024,8,creditcard,Y,0
U26675,-5,M,not available,2021-08-02 00:00:00,india,6257.066090606075,14,UPI,Yes,five
U08083,45,Other,29/10/2019,N/A,UK,2533.5185557736277,ten,UPI,no,five
U08294,14,F,2020-07-19,,,7374.345024869408,9,creditcard,Yes,5
U15720,28,Male,,2021-08-02 00:00:00,Germany,7083.644481398933,9,,yes,5
U05543,21,,29/10/2019,2021-08-02 00:00:00,Germany,12564.375697993284,7,Debit Card,Yes,
U19130,69,Other,not available,2021-08-02 00:00:00,germany,5828.190618364136,10,COD,yes,6
U03276,,Male,2020-07-19,N/A,Germany,5426.940134937514,ten,UPI,,
U19469,20,Female,,,,2035.764726750749,,,No,5
U22119,62,Female,2020-07-19,,UK,6377.37686306116,2,UPI,Yes,5
U24180,29,F,29/10/2019,2021-08-02 00:00:00,U.S.A,4928.457560394777,12,COD,no,1
U06613,82,M,29/10/2019,,U.S.A,5888.7676120062615,12,NetBanking,,3
U11729,-5,male,29/10/2019,,U.S.A,1280.8425462049177,8,creditcard,N,5
U01327,36,M,09-07-2019,,USA,4633.991486132035,-1,Debit Card,,6
U07772,67,Female,,N/A,U.K.,2245.147987575893,13,UPI,No,4
U10666,14,,not available,,United States,3034.717054585329,6,Credit Card,no,3
U26255,83,,not available,2021-08-02 00:00:00,,4832.319359581634,-1,Credit Card,Y,3
U20130,18,Male,,2021-08-02 00:00:00,germany,5254.108603997445,14,NetBanking,yes,
U22068,86,,29/10/2019,,U.K.,3475.9793857012564,11,creditcard,,1
U16289,41,Female,29/10/2019,N/A,Germany,6264.573512604718,5,creditcard,yes,2
U18946,81,Female,09-07-2019,N/A,india,4874.578375470904,2,creditcard,Yes,5
U20547,63,Female,29/10/2019,2021-08-02 00:00:00,U.S.A,4614.925258344695,0,creditcard,Y,five
U19701,54,Other,2020-07-19,,india,4276.229681613726,0,creditcard,N,3
U18820,36,male,09-07-2019,2021-08-02 00:00:00,,5134.344192154694,-1,upi,Yes,1
U05769,37,Other,29/10/2019,N/A,United States,4989.440291312094,6,Debit Card,,5
U24883,27,male,,2021-08-02 00:00:00,,5270.68031504122,7,upi,,5
U28572,40,M,not available,N/A,,3798.591970566641,-1,COD,Yes,5
U13663,50,female,not available,,UK,8015.159782057606,-1,upi,no,
U05918,43,Male,29/10/2019,2021-08-02 00:00:00,germany,1311.9598001983277,ten,NetBanking,No,5
U17473,16,,29/10/2019,,germany,3335.8435368637556,ten,,Y,0
U04555,14,F,not available,2021-08-02 00:00:00,Germany,2728.7647521186464,1,creditcard,,1
U02394,30,Female,09-07-2019,N/A,United States,9461.6707772048,ten,UPI,no,
U22852,15,M,not available,N/A,india,3503.7087286426768,5,upi,,6
U20388,54,Other,2020-07-19,,india,5378.513378889566,ten,creditcard,,4
U00666,44,F,09-07-2019,2021-08-02 00:00:00,USA,2996.746659963199,9,Credit Card,N,0
U22102,12,,not available,N/A,United States,8374.989195343129,4,creditcard,,4
U21536,42,male,,N/A,U.K.,7244.568362906329,10,COD,,
U12355,47,F,09-07-2019,,,2039.0665264167487,13,Debit Card,No,1
U02234,89,Male,29/10/2019,,USA,4941.291036767591,11,UPI,yes,0
U06335,25,Female,,,USA,6785.36221642252,10,creditcard,,2
U17620,80,Female,09-07-2019,N/A,India,2885.3640209886444,8,Debit Card,no,2
U18007,17,,09-07-2019,N/A,India,5959.194303888602,9,UPI,N,1
U17758,12,,09-07-2019,,,6024.3712430664,2,upi,,3
U23659,78,,09-07-2019,,Germany,4662.44288219608,13,,no,0
U11503,28,,29/10/2019,,USA,4908.077751388044,6,COD,,5
U06359,16,female,2020-07-19,,USA,3020.651451399611,10,NetBanking,Yes,6
U16560,59,M,29/10/2019,,Germany,4738.017195674291,ten,,yes,five
U13876,15,female,,,,2581.4495124177915,-1,NetBanking,,3
U25929,14,Other,2020-07-19,,,3332.5238602928175,14,,,5
U23088,70,,,,,7656.921291603112,3,UPI,N,3
U02928,67,,2020-07-19,,Germany,5914.750231561728,3,COD,No,2
U25201,31,male,2020-07-19,,,7873.378243870997,8,creditcard,N,5
U07617,66,Other,2020-07-19,,germany,5290.77348013893,11,Debit Card,N,
U27230,84,Female,09-07-2019,N/A,india,6233.966365948654,9,creditcard,,0
U07614,41,Female,not available,,germany,8280.105528383068,0,,no,1
U28184,26,,2020-07-19,N/A,United States,3278.966299971937,0,creditcard,,2
U20099,67,Other,09-07-2019,,india,4998.2061939455125,10,upi,,3
U04274,50,female,09-07-2019,2021-08-02 00:00:00,Germany,7227.436417152731,13,,,4
U24970,31,female,2020-07-19,,United States,4763.607499956305,12,creditcard,N,
U25744,89,Other,not available,,USA,6798.084031515816,4,UPI,no,0
U04971,51,,09-07-2019,2021-08-02 00:00:00,United States,2576.780822462055,,NetBanking,,4
U29633,88,F,not available,2021-08-02 00:00:00,United States,4753.845799271322,13,Debit Card,,4
U08389,17,Other,,2021-08-02 00:00:00,UK,8512.434152911206,2,Debit Card,,5
U17352,55,Female,2020-07-19,N/A,germany,6953.591156835169,1,COD,Y,1
U28484,57,,not available,N/A,,3467.269451596365,7,,Y,0
U19539,12,,,2021-08-02 00:00:00,India,3349.383715370128,-1,Debit Card,N,4
U21148,86,,2020-07-19,N/A,india,4573.144167603842,6,upi,,five
U02504,39,female,09-07-2019,,U.K.,3129.582080641486,3,,yes,6
U24027,37,Male,2020-07-19,2021-08-02 00:00:00,UK,9461.043562213672,2,creditcard,Yes,
U25852,82,,,N/A,,7695.502538591463,8,Credit Card,N,0
U06006,85,,29/10/2019,,,3460.9404614726327,12,,,0
U28743,34,Other,29/10/2019,N/A,Germany,5636.817899570871,-1,,No,6
U28894,46,Other,2020-07-19,,U.S.A,6414.8281170382415,4,creditcard,Yes,2
U24346,200,female,09-07-2019,N/A,USA,4955.1790343945395,10,,Y,2
U07943,60,,29/10/2019,2021-08-02 00:00:00,Germany,7066.322413360372,13,COD,no,5
U17653,48,M,,N/A,India,6376.10579465633,6,creditcard,Yes,five
U17748,,female,09-07-2019,2021-08-02 00:00:00,India,7985.8161926220855,7,UPI,Y,2
U23100,81,,09-07-2019,N/A,Germany,7634.8737019511755,12,Credit Card,No,2
U00923,76,,,,germany,4081.9290950084414,4,creditcard,Yes,5
U16854,10,,not available,,United States,5930.246570513698,14,UPI,yes,4
U22981,47,,09-07-2019,,india,5389.451950000168,13,Debit Card,Yes,4
U27592,61,F,29/10/2019,N/A,India,2506.8404184221413,5,,,0
U10246,72,Other,09-07-2019,,Germany,5867.80932207683,11,upi,,
U12475,61,F,2020-07-19,,USA,4394.249621866233,9,,yes,
U26627,,male,,,india,7529.803009093231,10,Debit Card,yes,1
U19338,200,Male,09-07-2019,2021-08-02 00:00:00,,7293.554687956399,9,,N,2
U17532,69,Male,29/10/2019,N/A,,5816.162639491476,ten,Credit Card,N,1
U03086,22,Other,,2021-08-02 00:00:00,UK,3024.5263739638367,-1,Credit Card,no,6
U25535,26,,,2021-08-02 00:00:00,U.S.A,5073.614572698118,11,UPI,Y,0
U14860,-5,Male,not available,2021-08-02 00:00:00,UK,5492.120892917262,9,COD,no,4
U17013,39,Male,09-07-2019,N/A,india,3019.9332736999677,-1,COD,Yes,0
U07407,47,Other,29/10/2019,,U.S.A,5149.1500076855355,14,Debit Card,no,
U00774,20,female,29/10/2019,N/A,U.S.A,670.0888482608543,3,Credit Card,,five
U24935,36,,not available,,germany,6347.005421413616,-1,,Yes,
U08709,47,,09-07-2019,,U.S.A,5999.67719266403,10,Debit Card,Y,0
U16311,37,Other,,,USA,2706.636667896092,-1,UPI,N,3
U01343,35,Other,09-07-2019,,Germany,5312.440926613419,8,,no,five
U23782,42,male,not available,N/A,Germany,6295.903119970126,10,UPI,,five
U10161,41,male,2020-07-19,,USA,3760.9765105444576,ten,COD,,5
U23581,63,Male,09-07-2019,,,8959.861250459464,1,,yes,2
U21400,34,Other,2020-07-19,,U.S.A,7470.52999709883,2,NetBanking,N,5
U11419,33,female,2020-07-19,,india,6310.389897197611,10,Debit Card,No,3
U07797,49,Male,2020-07-19,N/A,U.S.A,3926.6950948646354,9,UPI,yes,4
U19283,36,Other,09-07-2019,2021-08-02 00:00:00,United States,3549.8878927503883,0,NetBanking,N,five
U00934,55,Other,09-07-2019,,U.K.,5857.912591888491,0,creditcard,yes,2
U01986,-5,M,29/10/2019,N/A,U.S.A,4626.013722626351,12,COD,Yes,0
U21380,78,M,29/10/2019,N/A,,4465.062557800101,1,,N,
U14016,78,Female,,,UK,4038.3622007687622,11,upi,,3
U22926,48,Other,2020-07-19,N/A,USA,6164.292438697259,-1,Debit Card,N,0
U05465,twenty,Other,29/10/2019,N/A,USA,294.7269788738695,ten,COD,Yes,0
U29890,38,,not available,,India,5647.400518401015,1,creditcard,Yes,five
U22695,84,,29/10/2019,N/A,India,4179.4276472467645,3,creditcard,,5
U24952,40,female,,2021-08-02 00:00:00,,1377.305060881367,1,,No,1
U28136,74,,not available,,germany,5689.38165490554,13,COD,Yes,4
U09966,24,Male,,N/A,,4623.933779921433,10,Debit Card,no,0
U15721,,male,not available,N/A,United States,2238.995646830121,14,Credit Card,,6
U01505,83,,not available,,,3421.829825232493,14,,N,five
U05363,18,,not available,N/A,Germany,6264.299985183283,0,UPI,No,4
U15940,22,,,,India,2816.9697076708644,-1,,N,2
U10846,54,Other,29/10/2019,,UK,4546.328142019661,14,UPI,Y,5
U01010,15,,29/10/2019,2021-08-02 00:00:00,India,4026.7834220281793,0,,,0
U14924,53,male,29/10/2019,2021-08-02 00:00:00,,5349.009892151512,14,UPI,,
U13482,11,,2020-07-19,2021-08-02 00:00:00,India,5814.120715100462,5,,Y,
U19861,38,M,,,,5392.188132131717,7,UPI,Yes,0
U24125,57,Female,09-07-2019,,UK,5328.167802397738,9,NetBanking,N,5
U25806,21,Other,not available,,UK,5225.786121091533,6,,Y,4
U09369,76,Other,29/10/2019,,United States,5366.2292460171375,4,,N,
U03857,59,F,09-07-2019,N/A,U.K.,5677.36143176312,6,COD,,five
U26671,20,Male,29/10/2019,,India,4523.399362857909,-1,NetBanking,,5
U09864,14,,,N/A,U.S.A,1081.488218614626,6,,yes,
U10120,54,M,09-07-2019,,india,4014.3395115080502,7,NetBanking,Y,0
U20223,83,Female,09-07-2019,,U.S.A,5367.172555211431,1,upi,Y,
U11370,56,male,09-07-2019,,India,4946.007613532525,11,,Y,5
U20652,15,female,not available,,UK,3249.5981932220166,3,creditcard,yes,1
U02553,89,F,29/10/2019,,U.S.A,6181.588709096505,11,,Y,4
U15489,-5,F,29/10/2019,N/A,india,6680.53740543102,10,NetBanking,Y,5
U27021,78,Male,2020-07-19,,United States,5606.56925335454,4,upi,Yes,4
U04389,72,Female,29/10/2019,2021-08-02 00:00:00,,4789.789002397617,1,COD,,3
U16935,76,Female,not available,,,8518.248976578465,6,,No,five
U21950,56,M,09-07-2019,,germany,5707.730016673776,3,UPI,,0
U11089,43,Other,,2021-08-02 00:00:00,UK,1479.9009428983695,9,Debit Card,,1
U09231,21,Female,,2021-08-02 00:00:00,Germany,6736.915729901281,,COD,no,
U22142,36,Other,2020-07-19,N/A,UK,7446.964294172749,1,upi,,five
U25460,78,M,2020-07-19,,Germany,6375.554768658074,3,,Yes,
U03051,77,Female,09-07-2019,,U.K.,3604.18051726097,12,UPI,Yes,five
U05322,37,M,not available,,germany,7892.212071677003,6,UPI,,
U28805,80,Female,09-07-2019,,,4463.464314386513,,UPI,Y,3
U29442,54,Female,not available,,,6349.032189697919,8,UPI,N,
U11789,11,Female,2020-07-19,,India,5464.9988785388805,9,UPI,yes,6
U02555,18,M,not available,2021-08-02 00:00:00,U.K.,5857.685008549319,13,Credit Card,,3
U17473,88,F,09-07-2019,,india,4161.654142231598,1,creditcard,No,5
U12767,40,female,09-07-2019,N/A,U.K.,4719.308589575,6,COD,,1
U29534,45,F,29/10/2019,,india,1921.4730787413887,2,Debit Card,N,4
U00458,24,Other,not available,,india,6017.8689697739765,7,upi,Yes,
U15701,71,Female,2020-07-19,,U.S.A,4107.386129003143,6,creditcard,yes,2
U16066,40,,,,United States,4883.793808026507,-1,COD,Y,
U04721,36,Male,29/10/2019,,UK,7209.148078170198,1,UPI,,
U12446,11,,2020-07-19,,USA,5263.946150859784,3,UPI,Yes,1
U06304,82,male,2020-07-19,,India,4690.866106281436,10,UPI,,
U13565,52,M,2020-07-19,,,4175.6746361404,ten,upi,N,five
U10199,10,male,not available,N/A,United States,5413.226251226908,2,,Yes,3
U01920,,F,2020-07-19,2021-08-02 00:00:00,India,4013.205136018535,11,Debit Card,,5
U13227,18,female,,N/A,United States,7138.0734776490535,12,creditcard,,5
U07694,69,Other,,N/A,germany,3776.3717763196028,3,Credit Card,no,five
U22052,11,,09-07-2019,N/A,UK,3440.043798401266,2,Debit Card,Yes,5
U06298,67,Other,29/10/2019,,United States,5733.594055183927,,,Y,five
U06629,74,,,2021-08-02 00:00:00,USA,6779.475523279823,0,,Yes,3
U12719,21,female,not available,,UK,4602.171544460956,3,NetBanking,Yes,3
U05146,64,M,29/10/2019,2021-08-02 00:00:00,Germany,5448.0248469534545,14,Credit Card,Yes,0
U17387,19,M,not available,,India,6918.402798954937,4,Debit Card,,2
U19467,74,Female,,N/A,india,9090.404624685967,8,,,5
U10306,74,male,29/10/2019,,,6066.159796721095,ten,Credit Card,N,1
U02589,70,M,,,Germany,3803.258013900715,ten,NetBanking,Yes,2
U26719,84,,2020-07-19,,Germany,5133.684225987431,-1,UPI,,4
U04310,78,,29/10/2019,,U.S.A,2315.3625183484282,13,NetBanking,,5
U02241,44,,,2021-08-02 00:00:00,U.K.,4403.194520359921,9,COD,No,3
U22150,20,male,not available,,U.S.A,5381.198665622437,1,COD,No,1
U13601,77,,29/10/2019,,USA,4370.543806112392,0,COD,no,five
U07711,47,female,29/10/2019,,india,4042.6222373382648,ten,COD,No,3
U21364,48,,29/10/2019,,India,6518.954503489102,7,,yes,6
U26662,30,F,09-07-2019,N/A,USA,8064.675396646451,-1,creditcard,Y,5
U00938,45,male,2020-07-19,,UK,4733.007071910938,11,COD,,0
U29610,81,Male,29/10/2019,,germany,6321.541533600088,10,creditcard,yes,1
U04301,29,Female,,,U.K.,3053.194131298823,11,upi,no,2
U03970,52,Female,not available,2021-08-02 00:00:00,germany,4960.458791246177,7,UPI,Y,five
U29613,30,Other,,N/A,India,4382.290519377181,14,upi,Y,4
U03999,44,male,09-07-2019,,UK,3323.6922227263403,9,upi,,6
U21034,73,Female,29/10/2019,,india,3854.5046764020394,0,,Yes,3
U23011,41,Male,2020-07-19,N/A,,3644.8722142095676,ten,,,4
U03408,45,Other,not available,,U.K.,5734.538719240723,6,,Y,0
U13807,78,M,09-07-2019,,UK,2926.7811111711717,5,upi,,2
U08962,61,,29/10/2019,,germany,6613.392019328587,12,upi,Y,5
U16632,13,Male,2020-07-19,N/A,,6353.7772089531845,,COD,No,five
U13385,16,Male,not available,,U.K.,4607.702018793279,3,,no,3
U24948,-5,,not available,N/A,india,6651.7852480662195,3,COD,,0
U05950,80,female,not available,2021-08-02 00:00:00,,5256.396482227287,4,UPI,No,4
U02926,33,Female,not available,N/A,U.S.A,7082.701998919318,6,,no,5
U07975,30,Female,2020-07-19,,,8827.425050929996,5,NetBanking,no,2
U20241,66,,29/10/2019,,,8438.394821587255,13,Credit Card,N,3
U21314,82,,29/10/2019,,U.K.,5296.288057282826,ten,NetBanking,No,2
U23398,28,Other,2020-07-19,,,3300.9933299028007,0,NetBanking,N,5
U25277,-5,,not available,2021-08-02 00:00:00,United States,5823.059100897811,14,NetBanking,no,0
U26761,37,male,,2021-08-02 00:00:00,germany,6567.330018670459,8,NetBanking,Yes,6
U06966,41,Other,not available,2021-08-02 00:00:00,Germany,4676.377932692388,8,Credit Card,No,0
U09133,43,Female,29/10/2019,N/A,,6923.037680543743,,COD,no,1
U28490,25,,2020-07-19,,Germany,3431.1980340439804,13,NetBanking,No,five
U06587,47,,not available,N/A,India,7769.5310827495405,5,upi,yes,2
U22880,twenty,male,2020-07-19,2021-08-02 00:00:00,UK,6046.716921596355,3,Credit Card,yes,6
U05091,84,,not available,,United States,3519.6243861889975,1,NetBanking,No,2
U08985,13,F,,,U.S.A,5615.479335202295,2,COD,,
U17061,65,female,2020-07-19,,U.S.A,2240.864560568686,7,Credit Card,,5
U22293,49,,,,,3952.842330663525,ten,Debit Card,yes,five
U01561,59,M,2020-07-19,,India,4791.323967269581,0,Debit Card,,3
U20437,49,female,not available,,,2608.0878447799755,4,NetBanking,Yes,3
U08644,?,female,2020-07-19,2021-08-02 00:00:00,United States,6262.280955630455,8,COD,Y,5
U27042,58,,,N/A,,4707.727981388978,ten,NetBanking,yes,3
U14785,57,,29/10/2019,2021-08-02 00:00:00,U.K.,2849.3308270777884,13,Debit Card,N,6
U03656,15,,,,,4949.015935131979,4,creditcard,yes,2
U21618,14,female,not available,,India,10475.084027062983,,NetBanking,N,1
U20530,88,male,29/10/2019,,India,3586.4499231434756,2,creditcard,no,
U21872,54,F,29/10/2019,,,7293.992228974984,2,NetBanking,no,5
U24465,25,Female,,N/A,U.K.,2751.5288917997527,11,Credit Card,,4
U28330,26,,29/10/2019,2021-08-02 00:00:00,USA,5503.140249358492,14,upi,,2
U16139,68,,not available,N/A,india,5226.247878800011,13,UPI,yes,2
U00209,65,F,2020-07-19,2021-08-02 00:00:00,India,3643.7453174534444,8,creditcard,no,3
U04983,88,male,,N/A,UK,7340.578996432148,-1,NetBanking,N,3
U07141,44,M,not available,2021-08-02 00:00:00,UK,6145.887019475172,3,,N,3
U10118,17,male,not available,2021-08-02 00:00:00,india,6592.57700374889,5,creditcard,Yes,3
U16261,70,F,2020-07-19,2021-08-02 00:00:00,United States,3880.7575805380966,7,NetBanking,yes,3
U21329,36,Female,,,,2484.2351725701315,-1,,no,2
U24364,87,Male,2020-07-19,2021-08-02 00:00:00,U.K.,2284.4192416378955,5,Debit Card,yes,3
U03966,29,,2020-07-19,,germany,7169.136152016572,0,creditcard,No,five
U10069,66,F,,N/A,,4649.932659297997,1,Debit Card,N,5
U08818,79,male,09-07-2019,2021-08-02 00:00:00,U.S.A,5457.369324840477,8,Debit Card,yes,4
U10918,32,M,29/10/2019,N/A,india,968.5624482143417,3,COD,Yes,6
U09650,85,,09-07-2019,N/A,USA,4883.95507018421,-1,upi,,3
U19208,11,,,,UK,7064.656997992197,ten,Debit Card,,five
U01250,36,,09-07-2019,,india,7653.463780375112,7,COD,Yes,5
U04758,41,female,,N/A,USA,5639.54278084152,0,UPI,no,3
U04363,59,Female,09-07-2019,N/A,U.S.A,3755.3300731084364,12,creditcard,Yes,0
U02163,73,female,09-07-2019,,UK,3902.4640060617667,3,COD,no,five
U09815,49,Male,not available,,india,8505.61923619512,6,Credit Card,Y,4
U01853,42,M,29/10/2019,,germany,4783.280644915852,10,upi,Y,3
U17137,38,,2020-07-19,2021-08-02 00:00:00,Germany,3582.305872535716,ten,,,five
U21832,42,,not available,,germany,4546.917169714051,0,UPI,No,6
U01868,26,Female,,2021-08-02 00:00:00,germany,7453.586640600259,10,creditcard,yes,0
U29735,83,Male,,,USA,6163.449692981931,7,upi,Y,
U16565,74,M,2020-07-19,N/A,UK,3406.785930909583,ten,UPI,yes,6
U17897,52,Female,not available,2021-08-02 00:00:00,Germany,6260.176100787754,4,COD,Yes,5
U15568,72,Female,not available,N/A,UK,5767.277195095519,,creditcard,N,4
U09094,twenty,Male,29/10/2019,N/A,UK,6939.4591480570125,14,upi,Y,
U19728,67,F,not available,N/A,,3026.3190900370614,9,Credit Card,no,1
U05238,52,,not available,,U.S.A,4396.7502484195675,ten,Credit Card,Y,3
U28029,46,,,2021-08-02 00:00:00,UK,5066.7938343872975,13,Debit Card,Y,0
U07089,55,male,29/10/2019,,U.K.,7846.626506013668,9,,Y,5
U28183,34,Other,29/10/2019,2021-08-02 00:00:00,United States,5956.11953092535,2,Credit Card,yes,6
U22785,76,M,not available,,germany,4010.234192220975,11,Debit Card,no,6
U18940,60,F,not available,,United States,5813.422149125601,6,NetBanking,no,0
U26715,83,male,2020-07-19,,india,4879.221946068867,8,upi,Yes,3
U22482,47,,not available,,United States,3727.9096594162256,1,,Y,2
U05280,47,Female,09-07-2019,,Germany,4364.882357499956,1,creditcard,,five
U04244,10,F,,,United States,-253.09442181619124,4,NetBanking,yes,5
U02164,63,M,09-07-2019,,U.S.A,9132.68135457682,10,UPI,yes,five
U22985,74,Male,29/10/2019,2021-08-02 00:00:00,USA,3106.2508602443345,0,Debit Card,yes,
U27188,31,male,,,germany,5206.144888896585,5,,No,0
U15149,70,,09-07-2019,N/A,United States,5506.80501746995,ten,NetBanking,No,0
U14088,67,F,not available,2021-08-02 00:00:00,germany,6553.881309211572,5,Credit Card,Yes,five
U18405,63,Female,09-07-2019,2021-08-02 00:00:00,india,3928.644478132109,-1,creditcard,Y,0
U02821,28,,09-07-2019,N/A,USA,6321.674954785173,6,,Yes,0
U22322,79,Other,not available,2021-08-02 00:00:00,UK,5575.339623172555,1,UPI,,4
U22516,43,Male,,,india,5356.459589981702,11,upi,No,1
U10473,88,F,2020-07-19,,Germany,3504.288139632411,8,upi,Y,6
U13686,53,Female,not available,2021-08-02 00:00:00,UK,3812.3886364690743,9,NetBanking,No,2
U09762,76,F,not available,2021-08-02 00:00:00,Germany,4184.348368454527,5,NetBanking,no,
U05969,61,,,,india,6633.629870074389,0,upi,Yes,6
U26548,31,,29/10/2019,2021-08-02 00:00:00,U.K.,6366.6710328629115,12,,,
U12178,38,M,not available,,USA,7770.558882941931,11,,,
U26820,23,male,2020-07-19,,,5269.414520511418,1,Credit Card,Y,4
U06168,71,Other,2020-07-19,,United States,351.04882661792726,9,COD,no,5
U27018,24,Other,not available,,Germany,2197.116601146863,12,Debit Card,N,
U17097,23,M,not available,N/A,India,5862.429268309177,5,upi,yes,five
U14096,76,female,not available,,India,4974.656699182922,9,upi,Y,6
U07203,31,,not available,,,1711.8212080086864,6,,Y,2
U03545,16,M,29/10/2019,N/A,India,3980.4449566320586,2,Debit Card,Y,3
U24798,-5,,not available,2021-08-02 00:00:00,germany,420.4835166378198,8,NetBanking,No,6
U00863,16,M,,,,4450.354199578602,3,UPI,yes,5
