,user_id,age,gender,signup_date,last_login,country,purchase_amount,items_purchased,payment_method,is_returned,rating
30464,U17701,20,Other,09-07-2019,,Germany,8597.513,3,Netbanking,Unknown,0
30465,U06880,85,,,,U.s.a,3074.171,0,Upi,Y,0
30466,U02349,19,M,not available,,Uk,2349.4016,8,Unknown,Y,3
30467,U23721,63,,29/10/2019,2021-08-02 00:00:00,U.s.a,7945.771,12,Credit card,Y,0
30468,U19077,84,M,not available,2021-08-02 00:00:00,United states,5509.26,5,Debitcard,N,4
30469,U07208,29,F,29/10/2019,2021-08-02 00:00:00,U.k.,5343.8057,11,Upi,N,5
30470,U26854,14,F,29/10/2019,,,4178.0186,0,Cod,N,3
30471,U13720,33,Other,2020-07-19,2021-08-02 00:00:00,USA,6154.8037,1,Unknown,Unknown,5
30472,U06881,41,Other,2020-07-19,,India,3912.288,1,Creditcard,Y,3
30473,U03722,40,M,2020-07-19,2021-08-02 00:00:00,USA,5551.228,1,Upi,N,3
30474,U20077,53,F,not available,,India,6825.286,7,Cod,Unknown,4
30475,U15332,87,Other,09-07-2019,,,4058.3628,13,Unknown,Y,1
30476,U20776,28,M,2020-07-19,2021-08-02 00:00:00,,3711.298,10,Upi,N,5
30477,U29126,33,M,,2021-08-02 00:00:00,,4086.9019,10,Netbanking,Y,2
30478,U07224,21,M,not available,,,1490.5096,2,Creditcard,Unknown,1
30479,U13229,59,F,not available,,United states,7735.974,9,Creditcard,Unknown,4
30480,U07802,200,F,2020-07-19,,Germany,6006.112,4,Netbanking,Unknown,1
30481,U28911,34,,29/10/2019,,U.s.a,7336.2705,10,Upi,N,2
30482,U22101,60,M,2020-07-19,,Germany,7475.419,3,Upi,Y,2
30483,U11439,23,,2020-07-19,,U.k.,3424.1978,9,Upi,N,5
30484,U03134,81,F,09-07-2019,,India,3337.8381,0,Upi,N,3
30485,U02598,38,M,09-07-2019,,India,3757.9905,14,Creditcard,N,4
30486,U26761,34,,29/10/2019,,Germany,5841.708,2,Credit card,Y,1
30487,U04052,68,M,09-07-2019,2021-08-02 00:00:00,Germany,3216.5562,12,Creditcard,Unknown,5
30488,U12741,66,,09-07-2019,,Germany,5394.2085,14,Creditcard,N,5
30489,U03824,21,,not available,2021-08-02 00:00:00,United states,3443.6367,6,Debitcard,Unknown,5
30490,U03520,59,,09-07-2019,,India,5768.477,4,Cod,N,5
30491,U01249,21,M,2020-07-19,,USA,4427.691,9,Unknown,Y,4
30492,U22970,?,,,,U.s.a,2327.9365,12,Upi,Y,5
30493,U15565,57,M,2020-07-19,,India,7554.0664,1,Unknown,Y,0
30494,U24227,59,,09-07-2019,,United states,6676.958,9,Upi,Y,3
30495,U18458,28,M,2020-07-19,2021-08-02 00:00:00,USA,2653.7231,0,Upi,Y,2
30496,U18888,62,,2020-07-19,,India,3783.9607,13,Upi,Y,4
30497,U29366,44,,2020-07-19,,,-694.4732,0,Cod,Y,5
30498,U12997,36,F,09-07-2019,,,4899.801,10,Upi,N,5
30499,U02014,76,F,not available,,Germany,5122.5186,7,Cod,Unknown,5
30500,U04944,86,M,not available,,India,7557.7295,11,Upi,N,3
30501,U00948,60,,,,U.s.a,5098.774,7,Upi,Y,5
30502,U16490,28,,,,Germany,5530.784,13,Unknown,N,5
30503,U10683,52,M,09-07-2019,,India,4165.777,0,Debitcard,Y,5
30504,U14012,44,F,not available,2021-08-02 00:00:00,United states,5403.13,5,Debitcard,Unknown,2
30505,U04692,24,Other,29/10/2019,2021-08-02 00:00:00,India,4414.696,11,Debitcard,Unknown,0
30506,U24730,25,M,,,United states,3311.2012,14,Unknown,N,2
30507,U03240,78,,not available,,United states,1910.631,11,Upi,Y,5
30508,U25371,80,M,not available,,U.k.,2745.5574,10,Unknown,Y,2
30509,U28943,200,M,not available,2021-08-02 00:00:00,U.k.,4274.1943,4,Debitcard,Y,3
30510,U09762,50,Other,2020-07-19,,,1757.3961,1,Cod,N,5
30511,U13731,63,F,,2021-08-02 00:00:00,U.s.a,5986.0776,0,Upi,Y,1
30512,U21687,74,,09-07-2019,2021-08-02 00:00:00,United states,3383.5425,5,Unknown,Y,5
30513,U18018,39,M,09-07-2019,2021-08-02 00:00:00,India,6365.818,0,Upi,Y,5
30514,U29932,28,,09-07-2019,,Germany,4377.67,0,Upi,Y,0
30515,U10130,55,F,2020-07-19,,USA,5138.9604,8,Upi,N,3
30516,U17916,69,,not available,,USA,8778.853,5,Upi,Y,5
30517,U07608,88,F,not available,,Germany,5245.986,14,Upi,N,2
30518,U27604,33,Other,29/10/2019,,India,3816.6616,10,Debitcard,Y,1
30519,U12409,45,,2020-07-19,2021-08-02 00:00:00,Germany,7949.8755,10,Netbanking,Y,3
30520,U17824,58,,,,United states,3153.643,5,Netbanking,N,4
30521,U25974,68,F,,,India,9979.004,11,Creditcard,N,4
30522,U20030,23,M,,,,6862.334,8,Creditcard,Y,1
30523,U11589,48,M,not available,2021-08-02 00:00:00,Uk,4814.867,12,Unknown,N,5
30524,U21983,17,M,2020-07-19,2021-08-02 00:00:00,USA,3970.3699,13,Cod,N,2
30525,U12437,57,F,,,,2176.749,2,Netbanking,Y,1
30526,U29378,89,,not available,,U.s.a,3669.67,0,Upi,N,1
30527,U27618,20,F,09-07-2019,,USA,5639.5957,4,Creditcard,N,3
30528,U17999,78,M,not available,,,4424.938,6,Cod,N,3
30529,U09705,50,F,09-07-2019,,U.k.,3988.429,12,Credit card,Y,1
30530,U24378,44,M,2020-07-19,,USA,8029.8716,14,Upi,Unknown,3
30531,U22680,73,M,29/10/2019,,,2568.0317,7,Credit card,N,1
30532,U15376,62,,29/10/2019,2021-08-02 00:00:00,USA,6773.905,0,Cod,Unknown,2
30533,U18982,63,M,,,,3720.846,10,Upi,Unknown,3
30534,U25420,46,M,09-07-2019,,,3970.9314,8,Credit card,Y,3
30535,U11611,61,M,09-07-2019,,Germany,5503.14,14,Unknown,Unknown,5
30536,U19914,27,,,2021-08-02 00:00:00,Germany,3427.223,4,Credit card,Unknown,3
30537,U07590,30,M,2020-07-19,2021-08-02 00:00:00,USA,4087.1077,1,Unknown,Y,5
30538,U18711,51,,29/10/2019,,U.k.,5833.5957,5,Credit card,Unknown,5
30539,U06565,74,M,29/10/2019,,United states,7652.7695,10,Creditcard,Unknown,5
30540,U24151,20,M,,,U.k.,7548.5615,13,Cod,N,5
30541,U27616,17,,2020-07-19,2021-08-02 00:00:00,Germany,7934.1616,0,Debitcard,N,5
30542,U18360,-5,F,29/10/2019,,USA,2666.8657,11,Upi,N,5
30543,U01835,48,F,09-07-2019,,United states,6257.2393,7,Unknown,N,3
30544,U21283,70,M,29/10/2019,,Germany,4944.798,7,Cod,N,1
30545,U16738,69,F,,,Germany,4370.7085,9,Debitcard,Unknown,3
30546,U09797,78,Other,29/10/2019,,Germany,1658.377,5,Unknown,Y,5
30547,U20857,68,,,,United states,4878.478,10,Netbanking,Y,5
30548,U03195,19,Other,not available,,Germany,6513.693,10,Netbanking,Y,5
30549,U26703,72,M,2020-07-19,,India,3715.9795,12,Unknown,Y,1
30550,U13868,79,M,29/10/2019,2021-08-02 00:00:00,United states,5863.869,9,Credit card,N,5
30551,U09179,16,M,not available,,Uk,6993.2793,8,Netbanking,Y,3
30552,U28904,44,F,,,USA,3069.4756,6,Credit card,N,5
30553,U08345,51,F,29/10/2019,,U.s.a,6213.803,2,Unknown,N,3
30554,U00906,200,,29/10/2019,,Germany,6330.5854,13,Creditcard,N,3
30555,U11955,38,M,not available,,Germany,2003.5265,4,Creditcard,N,2
30556,U15768,36,Other,29/10/2019,,Germany,1711.6709,12,Creditcard,Y,5
30557,U07198,47,F,not available,,,4809.2935,11,Upi,Y,3
30558,U01620,11,,not available,2021-08-02 00:00:00,United states,1670.7112,9,Upi,Y,0
30559,U11820,34,M,2020-07-19,2021-08-02 00:00:00,United states,4763.6445,1,Upi,N,3
30560,U11766,75,F,2020-07-19,,U.s.a,1975.4745,7,Debitcard,N,5
30561,U20802,47,M,,,India,3875.9014,5,Cod,Y,5
30562,U08523,68,M,09-07-2019,,,3531.2126,4,Credit card,Y,5
30563,U04338,?,Other,2020-07-19,2021-08-02 00:00:00,Uk,9580.334,10,Credit card,Y,3
30564,U15911,16,F,2020-07-19,,U.k.,4197.4443,3,Upi,N,5
30565,U16813,58,,not available,2021-08-02 00:00:00,USA,3934.0662,0,Debitcard,Unknown,0
30566,U05301,77,M,not available,,Germany,7163.209,4,Creditcard,Y,1
30567,U15144,50,Other,not available,,USA,3564.4658,10,Credit card,Y,2
30568,U13784,83,,09-07-2019,,India,4007.5742,6,Netbanking,Y,1
30569,U02423,60,M,2020-07-19,,,3919.1418,3,Netbanking,Unknown,5
30570,U08272,33,M,29/10/2019,,U.s.a,3861.127,7,Creditcard,N,5
30571,U01573,45,Other,2020-07-19,,Germany,3648.1707,3,Cod,N,0
30572,U24419,89,F,,,U.k.,7617.837,7,Upi,N,1
30573,U16803,19,Other,09-07-2019,2021-08-02 00:00:00,Germany,5395.1846,11,Debitcard,Unknown,5
30574,U00466,30,M,,2021-08-02 00:00:00,Germany,8640.42,5,Upi,Y,0
30575,U15787,36,,not available,,USA,5793.4346,11,Debitcard,Y,2
30576,U05176,64,M,29/10/2019,,India,3384.091,3,Upi,Y,3
30577,U03393,200,F,09-07-2019,,U.k.,8586.375,14,Credit card,N,5
30578,U09757,14,F,09-07-2019,,India,4569.899,0,Unknown,N,3
30579,U26094,68,F,29/10/2019,2021-08-02 00:00:00,Germany,2524.5095,7,Unknown,Y,3
30580,U23817,45,,,2021-08-02 00:00:00,Germany,6684.2456,14,Unknown,Y,5
30581,U23778,83,F,2020-07-19,,Germany,2678.368,10,Creditcard,Unknown,4
30582,U15164,43,F,,,Germany,4321.619,10,Cod,N,5
30583,U12222,61,F,29/10/2019,,U.k.,3120.2065,6,Unknown,Y,5
30584,U18419,15,F,2020-07-19,,U.s.a,3411.0298,3,Creditcard,N,5
30585,U25379,23,M,09-07-2019,2021-08-02 00:00:00,USA,4265.6685,2,Credit card,N,2
30586,U25653,68,,29/10/2019,,,4609.19,11,Credit card,N,5
30587,U18016,66,M,,,U.k.,4422.708,7,Netbanking,Unknown,0
30588,U18368,46,Other,29/10/2019,2021-08-02 00:00:00,USA,3851.5056,13,Unknown,N,4
30589,U23505,67,F,09-07-2019,,Germany,5639.4194,0,Upi,N,3
30590,U00003,,,not available,,USA,5807.3584,3,Upi,Y,3
30591,U07477,41,M,09-07-2019,,U.k.,6146.9404,7,Unknown,Unknown,1
30592,U05998,29,F,09-07-2019,2021-08-02 00:00:00,India,3571.4102,7,Credit card,Y,2
30593,U00602,200,Other,not available,,Germany,6875.7017,7,Unknown,Unknown,5
30594,U07256,88,M,29/10/2019,,U.s.a,7228.125,10,Upi,N,3
30595,U10559,20,F,not available,,U.s.a,7366.314,2,Unknown,N,3
30596,U13686,70,Other,09-07-2019,2021-08-02 00:00:00,U.s.a,2327.9365,1,Creditcard,Unknown,3
30597,U28251,66,M,2020-07-19,2021-08-02 00:00:00,Uk,6619.8076,6,Unknown,N,3
30598,U25076,61,,2020-07-19,2021-08-02 00:00:00,Germany,3713.8281,3,Unknown,Unknown,4
30599,U13973,200,F,,,U.k.,3439.2686,4,Unknown,Y,4
30600,U06714,57,F,,,Germany,3824.9998,0,Credit card,N,0
30601,U08376,88,F,09-07-2019,,USA,4520.999,14,Creditcard,Y,2
30602,U11701,20,Other,29/10/2019,,U.s.a,5799.365,10,Netbanking,N,0
30603,U14891,39,,not available,,India,2216.7256,2,Upi,Y,5
30604,U03251,69,M,29/10/2019,,,3568.8591,12,Debitcard,Unknown,3
30605,U19531,27,Other,29/10/2019,,U.k.,8326.889,9,Unknown,N,3
30606,U27516,86,,not available,,U.k.,2248.3804,10,Netbanking,N,3
30607,U25871,83,M,2020-07-19,,India,6048.875,14,Debitcard,Y,5
30608,U08144,56,M,2020-07-19,2021-08-02 00:00:00,,7984.8726,14,Cod,Unknown,2
30609,U16438,21,,not available,,Germany,1887.0282,14,Creditcard,Y,5
30610,U09916,59,,not available,,U.s.a,5612.6753,1,Creditcard,Y,3
30611,U02910,49,M,2020-07-19,,India,5723.302,7,Unknown,Unknown,5
30612,U18254,73,,29/10/2019,,USA,4494.7847,2,Upi,N,4
30613,U28748,28,M,not available,,India,9336.904,11,Unknown,N,3
30614,U26919,36,M,2020-07-19,,,6882.7104,8,Credit card,Y,5
30615,U11482,61,M,not available,2021-08-02 00:00:00,Germany,4276.6733,10,Unknown,Y,5
30616,U03348,89,Other,29/10/2019,2021-08-02 00:00:00,USA,7911.3413,7,Credit card,N,1
30617,U17985,16,F,2020-07-19,2021-08-02 00:00:00,Germany,10224.877,3,Cod,Y,0
30618,U22151,72,,not available,2021-08-02 00:00:00,,5094.5034,2,Upi,N,4
30619,U27369,86,F,not available,,Germany,2932.6934,0,Netbanking,N,5
30620,U05830,64,,09-07-2019,,,4508.1367,5,Upi,Unknown,2
30621,U11529,85,Other,09-07-2019,,USA,4837.74,6,Debitcard,Unknown,2
30622,U08120,40,,29/10/2019,,,6648.0645,8,Netbanking,Unknown,5
30623,U23427,20,,29/10/2019,,USA,6646.754,2,Credit card,Unknown,5
30624,U18474,26,M,not available,,Germany,5008.8735,0,Upi,Y,5
30625,U05480,75,M,2020-07-19,2021-08-02 00:00:00,Germany,7207.9375,0,Netbanking,Y,4
30626,U09443,76,,29/10/2019,2021-08-02 00:00:00,India,6984.551,11,Creditcard,Y,0
30627,U06370,41,,not available,,India,5824.364,3,Cod,Y,4
30628,U21566,33,M,not available,2021-08-02 00:00:00,USA,4261.8647,11,Unknown,Y,4
30629,U00170,22,Other,29/10/2019,,Germany,4150.885,10,Creditcard,Unknown,5
30630,U02809,31,,2020-07-19,,Germany,7572.2676,8,Credit card,N,5
30631,U06993,28,M,29/10/2019,,USA,4137.351,3,Credit card,N,4
30632,U24313,62,M,29/10/2019,,Germany,2209.3926,2,Unknown,N,4
30633,U26930,48,Other,not available,,,8671.621,0,Netbanking,N,3
30634,U26349,30,M,29/10/2019,,United states,7027.2173,5,Creditcard,N,5
30635,U23095,25,,,,Germany,5968.6406,9,Cod,Y,5
30636,U11946,16,Other,29/10/2019,,,1974.915,1,Netbanking,N,1
30637,U03991,-5,,not available,,Germany,2840.0176,14,Upi,Unknown,3
30638,U23519,87,Other,29/10/2019,,Germany,5391.8833,1,Credit card,Unknown,5
30639,U26657,35,F,09-07-2019,,United states,7988.163,10,Creditcard,Unknown,0
30640,U00826,85,F,not available,,U.s.a,1490.5096,14,Unknown,Unknown,2
30641,U09857,40,M,09-07-2019,,Germany,6304.762,1,Debitcard,N,2
30642,U16513,77,,09-07-2019,,Germany,4781.647,1,Upi,N,5
30643,U17801,49,F,2020-07-19,,Uk,4772.8584,3,Credit card,Y,4
30644,U29846,36,,29/10/2019,,U.k.,3968.2888,10,Upi,N,0
30645,U06798,18,F,29/10/2019,,U.k.,7417.959,6,Upi,N,5
30646,U23157,85,F,29/10/2019,,,2334.287,0,Credit card,Y,0
30647,U28363,25,M,09-07-2019,,Germany,1089.7512,10,Creditcard,Unknown,3
30648,U17791,81,Other,,,Uk,5099.0386,3,Debitcard,N,5
30649,U05136,22,Other,,,India,6350.479,6,Credit card,N,5
30650,U25169,87,F,,,USA,2804.102,7,Creditcard,N,2
30651,U17421,69,F,2020-07-19,2021-08-02 00:00:00,Germany,6007.6274,13,Unknown,N,0
30652,U26704,88,F,2020-07-19,2021-08-02 00:00:00,Uk,3008.49,8,Upi,N,2
30653,U27854,69,,09-07-2019,2021-08-02 00:00:00,Germany,6834.1255,12,Credit card,N,5
30654,U12491,18,,not available,,USA,1211.0924,14,Credit card,N,5
30655,U07546,62,F,09-07-2019,,Uk,3490.0667,13,Upi,Y,1
30656,U05903,41,M,not available,,United states,3797.9573,9,Creditcard,N,2
30657,U13855,64,F,,,United states,4307.0107,11,Cod,Unknown,3
30658,U16406,34,M,not available,,U.k.,2898.0588,10,Unknown,Y,5
30659,U14949,50,M,not available,,India,5684.1694,12,Upi,N,1
30660,U09825,35,M,not available,,India,6060.8184,12,Creditcard,Y,0
30661,U06287,38,,29/10/2019,,U.s.a,4491.6836,7,Cod,N,0
30662,U12193,?,M,09-07-2019,,India,7073.009,2,Credit card,N,1
30663,U28775,45,M,2020-07-19,,India,7599.1416,13,Netbanking,Y,4
30664,U01405,-5,F,29/10/2019,,India,5310.1323,10,Upi,N,2
30665,U09670,-5,,,,USA,6186.568,1,Debitcard,Y,4
30666,U22851,12,F,29/10/2019,,United states,5547.136,10,Cod,N,4
30667,U17578,68,F,09-07-2019,,U.s.a,5362.111,2,Creditcard,Y,5
30668,U08767,43,M,2020-07-19,,United states,7581.1455,0,Upi,N,5
30669,U07923,15,Other,not available,,Uk,1906.008,10,Netbanking,Unknown,3
30670,U01606,40,M,,,U.s.a,5586.5747,5,Upi,N,4
30671,U28945,41,M,,,India,7085.4917,7,Unknown,Unknown,5
30672,U08643,51,F,not available,,India,6689.198,10,Unknown,Unknown,5
30673,U08316,66,Other,2020-07-19,,,6705.5957,6,Debitcard,Y,3
30674,U11646,82,Other,2020-07-19,2021-08-02 00:00:00,,6356.668,14,Credit card,Y,3
30675,U10556,55,,09-07-2019,2021-08-02 00:00:00,Germany,8290.252,0,Debitcard,Y,1
30676,U10058,65,F,,,India,3873.109,8,Unknown,Y,5
30677,U06250,59,M,09-07-2019,,United states,8999.18,12,Creditcard,Y,3
30678,U01683,39,,not available,2021-08-02 00:00:00,USA,5859.829,10,Cod,N,5
30679,U25482,45,M,,,,7497.346,0,Creditcard,Y,5
30680,U11726,35,M,not available,,Uk,2205.5273,5,Netbanking,N,3
30681,U25005,59,,not available,,USA,1926.4279,0,Upi,Y,3
30682,U19135,11,M,29/10/2019,,USA,7937.263,10,Creditcard,Unknown,5
30683,U23888,16,F,,,Germany,5819.581,4,Cod,N,5
30684,U28401,36,F,2020-07-19,2021-08-02 00:00:00,,8827.993,6,Netbanking,N,3
30685,U07663,89,Other,29/10/2019,2021-08-02 00:00:00,Germany,2652.4207,7,Upi,Y,5
30686,U24937,58,F,29/10/2019,,U.s.a,9111.559,8,Credit card,Y,5
30687,U13083,55,M,29/10/2019,,India,7870.012,0,Debitcard,Unknown,5
30688,U25007,200,M,09-07-2019,,,8853.037,0,Upi,Y,3
30689,U19106,35,Other,,2021-08-02 00:00:00,USA,6904.8003,11,Netbanking,Unknown,3
30690,U22023,?,M,09-07-2019,,Germany,4459.6416,12,Creditcard,Unknown,4
30691,U13146,74,M,2020-07-19,,Germany,5681.591,13,Unknown,N,3
30692,U11253,11,F,2020-07-19,,Uk,6293.321,7,Creditcard,Y,0
30693,U15736,87,M,,,,6307.6646,10,Netbanking,Y,1
30694,U03223,88,F,,,India,6150.906,13,Cod,Y,3
30695,U05441,73,,29/10/2019,,,7429.8623,11,Cod,Y,3
30696,U09822,73,F,,2021-08-02 00:00:00,India,6291.293,13,Creditcard,Y,4
30697,U07381,69,M,,,Germany,5948.7715,14,Unknown,N,2
30698,U12863,18,Other,29/10/2019,,USA,6870.042,2,Unknown,Y,1
30699,U05184,24,F,2020-07-19,,India,3325.7002,12,Upi,Unknown,0
30700,U29564,46,F,,,U.s.a,8601.502,10,Credit card,N,5
30701,U16653,15,,09-07-2019,,Germany,5327.864,3,Unknown,Unknown,0
30702,U24088,52,F,2020-07-19,2021-08-02 00:00:00,U.s.a,8259.601,0,Upi,Unknown,4
30703,U22499,54,Other,2020-07-19,,,6000.634,14,Creditcard,Unknown,2
30704,U09315,85,M,not available,,,3195.4556,1,Upi,Y,3
30705,U27752,80,M,09-07-2019,,United states,4199.7793,10,Debitcard,N,4
30706,U23682,37,M,,,Germany,1784.2858,7,Upi,Y,0
30707,U27968,61,F,09-07-2019,,USA,4801.357,13,Unknown,N,5
30708,U04533,85,Other,29/10/2019,,,4063.2236,5,Unknown,Y,3
30709,U17426,44,F,,,United states,3577.676,10,Cod,Y,2
30710,U14560,75,F,2020-07-19,,United states,6714.5127,2,Upi,Y,5
30711,U01641,35,F,2020-07-19,,U.s.a,6504.1523,11,Unknown,Y,1
30712,U15925,29,F,,,Germany,7041.9966,4,Netbanking,Y,3
30713,U22987,71,Other,09-07-2019,,U.s.a,4619.4707,4,Netbanking,N,5
30714,U10633,200,F,,,,5841.9385,3,Debitcard,Y,3
30715,U03297,10,F,,,United states,3690.5103,9,Cod,Y,5
30716,U23439,62,Other,,,U.s.a,4863.7056,10,Upi,Y,3
30717,U17767,86,Other,2020-07-19,,,7798.8325,6,Creditcard,Y,3
30718,U03996,39,M,not available,,Germany,4818.6787,4,Unknown,Y,3
30719,U00014,69,F,09-07-2019,,USA,1509.7351,8,Netbanking,N,3
30720,U14895,19,Other,,,Germany,9989.853,0,Credit card,N,3
30721,U01674,31,,not available,,Germany,7843.891,13,Creditcard,Unknown,3
30722,U05099,38,,09-07-2019,,India,5617.9424,10,Credit card,Unknown,1
30723,U20001,78,F,09-07-2019,,India,6519.1426,11,Upi,N,2
30724,U24483,17,F,,2021-08-02 00:00:00,Uk,7339.2764,7,Credit card,N,2
30725,U22941,62,,09-07-2019,2021-08-02 00:00:00,Uk,5074.435,14,Cod,Y,2
30726,U21858,20,,not available,,Germany,2250.3767,10,Unknown,Unknown,0
30727,U17864,35,M,29/10/2019,2021-08-02 00:00:00,Uk,4865.1333,13,Unknown,N,5
30728,U26321,28,M,,2021-08-02 00:00:00,India,5248.148,8,Unknown,N,0
30729,U24082,28,F,,,India,6301.4707,7,Credit card,Y,5
30730,U19430,39,M,09-07-2019,,Uk,7108.33,8,Unknown,Unknown,2
30731,U07363,45,M,29/10/2019,2021-08-02 00:00:00,U.s.a,8017.639,4,Credit card,N,5
30732,U05957,51,M,not available,2021-08-02 00:00:00,USA,3183.0295,14,Cod,Unknown,5
30733,U04210,65,F,2020-07-19,,U.s.a,2642.9658,2,Upi,N,3
30734,U15776,18,,29/10/2019,,Germany,5841.5024,12,Creditcard,Unknown,5
30735,U21855,16,,09-07-2019,,Germany,7452.139,7,Debitcard,Y,2
30736,U17359,27,Other,not available,,Germany,5480.015,8,Debitcard,N,2
30737,U18069,18,M,09-07-2019,2021-08-02 00:00:00,Uk,8462.554,12,Unknown,Unknown,5
30738,U02083,15,Other,,,Uk,6431.0356,13,Creditcard,N,5
30739,U26865,79,F,09-07-2019,,United states,4000.7568,5,Credit card,Y,5
30740,U18070,54,F,,,India,4594.9614,5,Unknown,Y,4
30741,U04158,31,M,2020-07-19,,United states,3829.816,8,Netbanking,Y,0
30742,U23193,20,M,09-07-2019,,Germany,6788.315,6,Unknown,N,4
30743,U25084,88,F,not available,,U.k.,6024.4824,4,Unknown,Y,3
30744,U16571,82,Other,09-07-2019,,United states,2877.5098,0,Debitcard,N,2
30745,U02782,79,M,,,India,2416.8335,0,Upi,N,5
30746,U20572,20,M,not available,,India,6463.3135,14,Unknown,Y,5
30747,U04100,41,,2020-07-19,2021-08-02 00:00:00,USA,5785.2803,2,Debitcard,Unknown,1
30748,U11701,76,F,not available,,Germany,2315.3625,12,Creditcard,N,0
30749,U15525,25,F,09-07-2019,2021-08-02 00:00:00,,4337.0737,8,Creditcard,Unknown,5
30750,U28093,11,F,not available,,India,1823.4064,4,Upi,Y,2
30751,U18456,76,F,,,,7384.9014,2,Cod,Y,2
30752,U23035,50,,29/10/2019,,Uk,2294.6191,1,Upi,N,5
30753,U00097,60,M,29/10/2019,2021-08-02 00:00:00,India,2192.4143,12,Netbanking,Y,4
30754,U09483,23,,2020-07-19,,U.s.a,2576.9077,13,Debitcard,Unknown,5
30755,U23189,87,M,2020-07-19,,Uk,6858.698,3,Debitcard,N,2
30756,U03464,58,Other,not available,,,3573.1794,1,Netbanking,N,1
30757,U01787,58,,2020-07-19,,India,5533.2417,10,Creditcard,Y,3
30758,U07763,36,,09-07-2019,,U.k.,1250.4594,14,Credit card,Unknown,0
30759,U21788,20,M,not available,2021-08-02 00:00:00,U.k.,5105.435,5,Unknown,Y,3
30760,U00683,48,M,,,U.s.a,4387.288,13,Unknown,N,5
30761,U16092,82,,,,U.s.a,2369.2183,5,Cod,Unknown,1
30762,U01132,45,M,,,India,5398.8857,9,Unknown,Y,2
30763,U12314,19,F,not available,,Germany,2286.031,13,Upi,Y,4
30764,U05877,13,,09-07-2019,,India,4034.538,8,Upi,Y,5
30765,U22582,200,F,not available,,,6630.813,14,Upi,N,5
30766,U27780,11,,09-07-2019,,,6946.139,8,Unknown,N,3
30767,U27699,88,,not available,,U.k.,3174.2478,5,Upi,N,1
30768,U20220,37,Other,,,Uk,2640.6235,6,Creditcard,N,3
30769,U13068,35,F,09-07-2019,,Uk,3614.1787,13,Upi,Y,3
30770,U14633,82,M,not available,,U.k.,3245.5615,5,Unknown,Y,1
30771,U15758,39,M,2020-07-19,,USA,4604.8223,2,Netbanking,Unknown,5
30772,U26190,18,M,29/10/2019,2021-08-02 00:00:00,India,6377.6475,7,Unknown,N,5
30773,U17425,10,M,09-07-2019,2021-08-02 00:00:00,United states,3653.5664,4,Upi,Unknown,5
30774,U11057,65,F,,,,5564.3784,10,Upi,N,3
30775,U22273,65,M,not available,2021-08-02 00:00:00,,965.0022,0,Creditcard,Y,5
30776,U00854,85,,not available,2021-08-02 00:00:00,U.k.,2592.6892,1,Cod,Y,5
30777,U05738,70,M,09-07-2019,,Uk,5753.4326,1,Unknown,Y,5
30778,U02026,54,M,29/10/2019,,India,5802.4365,5,Unknown,N,5
30779,U26563,22,,29/10/2019,2021-08-02 00:00:00,U.s.a,7325.733,12,Debitcard,Unknown,3
30780,U05365,23,M,,2021-08-02 00:00:00,Germany,4470.6035,5,Upi,N,5
30781,U02550,19,,09-07-2019,2021-08-02 00:00:00,Uk,5249.7056,8,Unknown,N,1
30782,U29784,26,,,,Germany,2450.7283,11,Unknown,Unknown,3
30783,U07089,26,M,09-07-2019,,Germany,353.20334,9,Upi,N,1
30784,U16623,40,F,29/10/2019,2021-08-02 00:00:00,India,3078.4788,1,Unknown,N,3
30785,U16873,55,M,,,U.s.a,1891.0094,14,Upi,N,5
30786,U12043,58,M,09-07-2019,,USA,5463.6167,14,Creditcard,Unknown,5
30787,U01036,84,M,,,Uk,4872.545,0,Upi,N,1
30788,U25914,89,,2020-07-19,,Uk,6158.3203,6,Debitcard,Y,5
30789,U22516,27,M,,,,1638.1139,9,Netbanking,Y,1
30790,U21164,84,F,09-07-2019,2021-08-02 00:00:00,Germany,3285.8896,2,Unknown,Unknown,2
30791,U24293,20,F,2020-07-19,,Uk,1862.4193,10,Credit card,Y,5
30792,U19653,82,,29/10/2019,,USA,3684.309,4,Upi,Y,3
30793,U06122,64,F,2020-07-19,2021-08-02 00:00:00,U.k.,1349.6663,11,Creditcard,Unknown,5
30794,U14578,12,M,29/10/2019,,USA,3649.411,3,Netbanking,N,3
30795,U27130,87,Other,not available,,Germany,4707.4106,11,Netbanking,Unknown,0
30796,U15689,25,,,,U.s.a,6814.975,2,Upi,Y,0
30797,U16150,18,F,not available,,USA,5309.834,0,Unknown,N,0
30798,U22094,77,,,,USA,5267.0894,11,Debitcard,N,0
30799,U11692,54,,29/10/2019,,,7847.1577,10,Credit card,Y,0
30800,U12054,11,Other,29/10/2019,2021-08-02 00:00:00,United states,4954.6074,4,Cod,Unknown,1
30801,U01767,31,F,29/10/2019,2021-08-02 00:00:00,Germany,6244.764,11,Debitcard,N,5
30802,U04708,78,M,,,India,5210.325,9,Upi,Unknown,2
30803,U08353,58,F,2020-07-19,2021-08-02 00:00:00,India,7054.846,5,Creditcard,N,4
30804,U25231,30,F,09-07-2019,,Uk,5341.9355,5,Unknown,Unknown,3
30805,U19390,83,Other,09-07-2019,,United states,5567.7285,4,Upi,Y,5
30806,U29292,64,,2020-07-19,,U.s.a,5444.8335,10,Creditcard,Y,4
